ocid,release_id,date,buyer_name,tender_id,tender_title,mainprocurementcategory,tender_minvalue,tender_datepublished,tender_status,award_id,award_title,award_date,award_value,award_supplier
ocds-20h3g7-52668127,ocds-20h3g7-52668127-1,2022-08-08,Pemerintah Daerah Provinsi Dki Jakarta,52668127,Rehab Sedang Kantor Camat Setiabudi,works,769659501.22,2022-07-12,complete,52668127-1,Rehab Sedang Kantor Camat Setiabudi,2022-08-08,615727600.98,Pt. Binsaradya Abadi
ocds-20h3g7-52669127,ocds-20h3g7-52669127-1,2022-08-26,Pemerintah Daerah Provinsi Dki Jakarta,52669127,Rehab Total Rumah Dinas Lurah Pasar Manggis,works,1083453499.85,2022-07-11,complete,52669127-1,Rehab Total Rumah Dinas Lurah Pasar Manggis,2022-08-26,1005607315.57,Cv. Bubak Karya Mandiri
ocds-20h3g7-52670127,ocds-20h3g7-52670127-1,2022-08-30,Pemerintah Daerah Provinsi Dki Jakarta,52670127,Rehab Total Rumah Dinas Lurah Cikoko,works,1082713657.45,2022-07-11,complete,52670127-1,Rehab Total Rumah Dinas Lurah Cikoko,2022-08-30,866170925.0,Cv.Wonpis Jaya Mandiri
ocds-20h3g7-52672127,ocds-20h3g7-52672127-1,2022-07-01,Pemerintah Daerah Provinsi Dki Jakarta,52672127,Pengadaan Pemeliharaan Kebersihan Bagi Warga Binaan Sosial (Wbs) Di Pstw Budi Mulia 2 Cengkareng Dan Jelambar,goods,466414268.0,2022-06-20,complete,52672127-1,Pengadaan Pemeliharaan Kebersihan Bagi Warga Binaan Sosial (Wbs) Di Pstw Budi Mulia 2 Cengkareng Dan Jelambar,2022-07-01,373186440.0,Pt. Buana Mas Sanjaya
ocds-20h3g7-52675127,ocds-20h3g7-52675127-1,2022-08-03,Pemerintah Daerah Provinsi Dki Jakarta,52675127,Pembangunan Puskesmas Kelurahan Pasar Manggis,works,6681442999.62,2022-06-22,complete,52675127-1,Pembangunan Puskesmas Kelurahan Pasar Manggis,2022-08-03,5198764022.75,Cv. Pardalan Tapian Raya
ocds-20h3g7-52678127,ocds-20h3g7-52678127-1,2022-08-25,Pemerintah Daerah Provinsi Dki Jakarta,52678127,Pembangunan Puskesmas Kelurahan Gandaria Utara Ii,works,6550608224.81,2022-06-22,complete,52678127-1,Pembangunan Puskesmas Kelurahan Gandaria Utara Ii,2022-08-25,5043770237.78,Cv. Putra Bayak Raya
ocds-20h3g7-52679127,ocds-20h3g7-52679127-1,2022-08-23,Pemerintah Daerah Provinsi Dki Jakarta,52679127,Pembangunan Puskesmas Kelurahan Gandaria Utara I,works,6370799999.48,2022-06-22,complete,52679127-1,Pembangunan Puskesmas Kelurahan Gandaria Utara I,2022-08-23,5096639999.58,Pt. Renis Rimba Jaya
ocds-20h3g7-52680127,ocds-20h3g7-52680127-1,2022-08-04,Pemerintah Daerah Provinsi Dki Jakarta,52680127,",Pekerjaan Konstruksi Rehab Total Rumah Dinas Lurah Jatipulo",works,939957562.0,2022-07-18,complete,52680127-1,",Pekerjaan Konstruksi Rehab Total Rumah Dinas Lurah Jatipulo",2022-08-04,886458110.32,Cv. Wistara Karya Mandiri
ocds-20h3g7-52681127,ocds-20h3g7-52681127-1,2022-07-07,Pemerintah Daerah Provinsi Dki Jakarta,52681127,Pengadaan Spider Excavator,goods,27059999999.98,2022-06-20,complete,52681127-1,Pengadaan Spider Excavator,2022-07-07,26989650000.0,Pt Raja Buana Makmur
ocds-20h3g7-52682127,ocds-20h3g7-52682127-1,2022-07-07,Pemerintah Daerah Provinsi Dki Jakarta,52682127,Pengadaan Wheel Excavator Standart Dan Wheel Excavator Mini,goods,12741517799.91,2022-06-20,complete,52682127-1,Pengadaan Wheel Excavator Standart Dan Wheel Excavator Mini,2022-07-07,12736479578.73,Cv. Meriall Incosyaira
ocds-20h3g7-52683127,ocds-20h3g7-52683127-1,2022-07-13,Pemerintah Daerah Provinsi Dki Jakarta,52683127,Penurapan Kali Di Tpst Bantargebang,works,1656659400.0,2022-06-29,complete,52683127-1,Penurapan Kali Di Tpst Bantargebang,2022-07-13,1242495796.02,Armekon Sada Nabolak
ocds-20h3g7-52684127,ocds-20h3g7-52684127-1,2022-07-15,Pemerintah Daerah Provinsi Dki Jakarta,52684127,Pemeliharaan Ruangan/Gedung Dan Interior,works,3357140656.62,2022-06-27,complete,52684127-1,Pemeliharaan Ruangan/Gedung Dan Interior,2022-07-15,2675022205.33,Cv Citra Karya Mandiri
ocds-20h3g7-52686127,ocds-20h3g7-52686127-1,2022-07-26,Pemerintah Daerah Provinsi Dki Jakarta,52686127,Penyusunan Panduan Rancang Kota Kawasan Terpadu Jakarta International Stadium,services,691371247.8,2022-06-20,complete,52686127-1,Penyusunan Panduan Rancang Kota Kawasan Terpadu Jakarta International Stadium,2022-07-26,654456000.0,Pt. Gemacitra Objeklestari
ocds-20h3g7-52687127,ocds-20h3g7-52687127-1,2022-07-26,Pemerintah Daerah Provinsi Dki Jakarta,52687127,Penyusunan Penyempurnaan  Panduan Rancang Kota (Prk) Kawasan Situ Babakan,services,691371247.8,2022-06-20,complete,52687127-1,Penyusunan Penyempurnaan  Panduan Rancang Kota (Prk) Kawasan Situ Babakan,2022-07-26,676933500.0,Pt. Matrasarakan Sinergita
ocds-20h3g7-52688127,ocds-20h3g7-52688127-1,2022-07-29,Pemerintah Daerah Provinsi Dki Jakarta,52688127,Pengadaan Lift Gedung Upst,works,1099996860.93,2022-07-18,complete,52688127-1,Pengadaan Lift Gedung Upst,2022-07-29,1066996953.1,Pt. Rora Permata Indah
ocds-20h3g7-52689127,ocds-20h3g7-52689127-1,2022-07-18,Pemerintah Daerah Provinsi Dki Jakarta,52689127,Pelaksanaan Penanganan Genangan/Banjir Di Tpu Karet Bivak Sisi Jl. Penjernihan,works,424983451.0,2022-06-29,complete,52689127-1,Pelaksanaan Penanganan Genangan/Banjir Di Tpu Karet Bivak Sisi Jl. Penjernihan,2022-07-18,339986760.8,Pt. Vanchyn Chalysta Bersaudara
ocds-20h3g7-52691127,ocds-20h3g7-52691127-1,2022-08-01,Pemerintah Daerah Provinsi Dki Jakarta,52691127,"Jasa Konsultansi Pengawasan Pembangunan Prasarana, Sarana, Dan Utilitas Umum Rumah Susun Di Uprs Iii",services,305046548.1,2022-06-23,complete,52691127-1,"Jasa Konsultansi Pengawasan Pembangunan Prasarana, Sarana, Dan Utilitas Umum Rumah Susun Di Uprs Iii",2022-08-01,279303750.0,Pt. Wensada Bangun Semesta
ocds-20h3g7-52692127,ocds-20h3g7-52692127-1,2022-07-13,Pemerintah Daerah Provinsi Dki Jakarta,52692127,Partisipasi Pada Pameran Dan Tradeshow Internasional (Roadshow Asia),services,3999770481.3,2022-06-28,complete,52692127-1,Partisipasi Pada Pameran Dan Tradeshow Internasional (Roadshow Asia),2022-07-13,3740256000.0,Pt. Madindo Kreasi Abadi
ocds-20h3g7-52695127,ocds-20h3g7-52695127-2,2022-07-27,Pemerintah Daerah Provinsi Dki Jakarta,52695127,Revitalisasi Pelabuhan Pulau Kelapa ( Fisik ),works,27650218340.94,2022-06-24,complete,52695127-1,Revitalisasi Pelabuhan Pulau Kelapa ( Fisik ),2022-07-27,22120174672.75,Pt. Rayhan Indah Perkasa
ocds-20h3g7-52696127,ocds-20h3g7-52696127-2,2022-07-19,Pemerintah Daerah Provinsi Dki Jakarta,52696127,Revitalisasi Pelabuhan Pulau Pramuka ( Fisik ),works,33526950000.0,2022-06-24,complete,52696127-1,Revitalisasi Pelabuhan Pulau Pramuka ( Fisik ),2022-07-19,26821560000.0,Masa Metonia Abadi
ocds-20h3g7-52697127,ocds-20h3g7-52697127-1,2022-07-20,Pemerintah Daerah Provinsi Dki Jakarta,52697127,Peningkatan Dan Pemeliharaan Lisensi Arcgis,goods,10071627168.0,2022-07-05,complete,52697127-1,Peningkatan Dan Pemeliharaan Lisensi Arcgis,2022-07-20,9849749835.0,Pt Inovasi Mandiri Pratama
ocds-20h3g7-52698127,ocds-20h3g7-52698127-1,2022-07-08,Pemerintah Daerah Provinsi Dki Jakarta,52698127,Penyediaan Bufferstock Penanggulangan Bencana ( Sandang ),goods,4556550000.0,2022-06-24,complete,52698127-1,Penyediaan Bufferstock Penanggulangan Bencana ( Sandang ),2022-07-08,3690805500.0,Mangun Jaya Utama
ocds-20h3g7-52703127,ocds-20h3g7-52703127-1,2022-07-14,Pemerintah Daerah Provinsi Dki Jakarta,52703127,Pembangunan Dermaga Kapal Sampah Pulau Untung Jawa,works,8925842715.4,2022-06-23,complete,52703127-1,Pembangunan Dermaga Kapal Sampah Pulau Untung Jawa,2022-07-14,7140674172.32,Pt.Padma Bintang Buana
ocds-20h3g7-52704127,ocds-20h3g7-52704127-1,2022-07-14,Pemerintah Daerah Provinsi Dki Jakarta,52704127,Pembangunan Dermaga Kapal Sampah Pulau Panggang,works,10674966770.61,2022-06-23,complete,52704127-1,Pembangunan Dermaga Kapal Sampah Pulau Panggang,2022-07-14,8539973416.49,Pt.Padma Bintang Buana
ocds-20h3g7-52707127,ocds-20h3g7-52707127-2,2022-07-08,Pemerintah Daerah Provinsi Dki Jakarta,52707127,Pembangunan Saringan Sampah Otomatis Dan Kelengkapannya Dirumah Pompa Kramat Jati Dan Cawang Wika,services,10374417258.0,2022-06-22,complete,52707127-1,Pembangunan Saringan Sampah Otomatis Dan Kelengkapannya Dirumah Pompa Kramat Jati Dan Cawang Wika,2022-07-08,9909321106.18,Cv Mega Jaya Teknindo
ocds-20h3g7-52710127,ocds-20h3g7-52710127-2,2022-07-07,Pemerintah Daerah Provinsi Dki Jakarta,52710127,Peralatan Laboratorium,goods,762179600.0,2022-06-24,complete,52710127-1,Peralatan Laboratorium,2022-07-07,720945000.0,Agrapana Akusara Basita
ocds-20h3g7-52713127,ocds-20h3g7-52713127-2,2022-07-20,Pemerintah Daerah Provinsi Dki Jakarta,52713127,Pengadaan Suku Cadang Stasiun Pemantau Kualitas Udara (Spku),goods,4016866890.0,2022-07-06,complete,52713127-1,Pengadaan Suku Cadang Stasiun Pemantau Kualitas Udara (Spku),2022-07-20,3385500000.0,Pt. Kreasihasta Mitraperkasa
ocds-20h3g7-52715127,ocds-20h3g7-52715127-1,2022-08-05,Pemerintah Daerah Provinsi Dki Jakarta,52715127,Belanja Jasa Konsultansi Pengawasan Perbaikan Gedung Upppd,services,429625500.0,2022-06-30,complete,52715127-1,Belanja Jasa Konsultansi Pengawasan Perbaikan Gedung Upppd,2022-08-05,379553400.0,Pt.  Ciria Adijaya Mandiri
ocds-20h3g7-52716127,ocds-20h3g7-52716127-1,2022-07-22,Pemerintah Daerah Provinsi Dki Jakarta,52716127,Konsultan Pengawasan Pekerjaan Fisik Vartikel Parkir Park And Ride Kalideres - Jakarta Barat,services,238779834.48,2022-06-24,complete,52716127-1,Konsultan Pengawasan Pekerjaan Fisik Vartikel Parkir Park And Ride Kalideres - Jakarta Barat,2022-07-22,227716500.0,Pt. Bumi Madani
ocds-20h3g7-52717127,ocds-20h3g7-52717127-1,2022-07-21,Pemerintah Daerah Provinsi Dki Jakarta,52717127,Belanja Cetakan Khusus Berupa Fiskal Antar Daerah Dll Sebanyak 2 Paket,services,9659779440.0,2022-06-30,complete,52717127-1,Belanja Cetakan Khusus Berupa Fiskal Antar Daerah Dll Sebanyak 2 Paket,2022-07-21,8249645430.0,Pt Pura Barutama
ocds-20h3g7-52719127,ocds-20h3g7-52719127-1,2022-07-07,Pemerintah Daerah Provinsi Dki Jakarta,52719127,Penyediaan Bufferstock Penanggulangan Bencana ( Alat Kebersihan Dan Dapur Keluarga ),goods,2349110760.0,2022-06-24,complete,52719127-1,Penyediaan Bufferstock Penanggulangan Bencana ( Alat Kebersihan Dan Dapur Keluarga ),2022-07-07,2161188648.0,Pt. Cris Menara Sandhy
ocds-20h3g7-52720127,ocds-20h3g7-52720127-1,2022-07-19,Pemerintah Daerah Provinsi Dki Jakarta,52720127,Bahan Percontohan Rusun Dan Gang Hijau,goods,348151500.0,2022-06-23,complete,52720127-1,Bahan Percontohan Rusun Dan Gang Hijau,2022-07-19,285965415.0,Cv.Tiga Tiga
ocds-20h3g7-52724127,ocds-20h3g7-52724127-1,2022-07-19,Pemerintah Daerah Provinsi Dki Jakarta,52724127,Pelaksanaan Kalibrasi Alat Laboratorium,services,307695330.0,2022-06-30,complete,52724127-1,Pelaksanaan Kalibrasi Alat Laboratorium,2022-07-19,302536050.0,Pananjung Anugerah Solution
ocds-20h3g7-52726127,ocds-20h3g7-52726127-1,2022-07-04,Pemerintah Daerah Provinsi Dki Jakarta,52726127,Penyediaan Pmt Balita Dan Pmt Lansia,services,265200000.0,2022-06-23,complete,52726127-1,Penyediaan Pmt Balita Dan Pmt Lansia,2022-07-04,251940000.0,Cv. Rhima Pesona Edelweiss
ocds-20h3g7-52730127,ocds-20h3g7-52730127-1,2022-07-27,Pemerintah Daerah Provinsi Dki Jakarta,52730127,Jasa Konsultansi Perencanaan Jembatan (X-1) Lokasi 1 Di Kota Administrasi Jakarta Timur,services,265772184.0,2022-06-27,complete,52730127-1,Jasa Konsultansi Perencanaan Jembatan (X-1) Lokasi 1 Di Kota Administrasi Jakarta Timur,2022-07-27,254745000.0,Pt. Sewun Indo Konsultan
ocds-20h3g7-52731127,ocds-20h3g7-52731127-1,2022-07-27,Pemerintah Daerah Provinsi Dki Jakarta,52731127,Jasa Konsultansi Perencanaan Jembatan (X-1) Lokasi 2 Di Kota Administrasi Jakarta Timur,services,265772184.0,2022-06-27,complete,52731127-1,Jasa Konsultansi Perencanaan Jembatan (X-1) Lokasi 2 Di Kota Administrasi Jakarta Timur,2022-07-27,255078000.0,Pt. Bumi Madani
ocds-20h3g7-52732127,ocds-20h3g7-52732127-1,2022-07-15,Pemerintah Daerah Provinsi Dki Jakarta,52732127,Belanja Pemeliharaan Alat Kedokteran Dan Kesehatan-Alat Kedokteran-Alat Kedokteran Umum Tender,services,702835825.0,2022-06-27,complete,52732127-1,Belanja Pemeliharaan Alat Kedokteran Dan Kesehatan-Alat Kedokteran-Alat Kedokteran Umum Tender,2022-07-15,562279380.0,Pt. Global Promedika Services
ocds-20h3g7-52734127,ocds-20h3g7-52734127-1,2022-07-08,Pemerintah Daerah Provinsi Dki Jakarta,52734127,Belanja Jasa Pelatihan Mengemudi Sim A,services,1800000000.0,2022-06-28,complete,52734127-1,Belanja Jasa Pelatihan Mengemudi Sim A,2022-07-08,1777500000.0,Cv. Ar'Rahman Sukses Mandiri
ocds-20h3g7-52735127,ocds-20h3g7-52735127-1,2022-08-03,Pemerintah Daerah Provinsi Dki Jakarta,52735127,Rehab Fasilitas Umum Pps,works,3150188317.98,2022-07-12,complete,52735127-1,Rehab Fasilitas Umum Pps,2022-08-03,2583154420.74,Pt.Inovasi Multi Kreasi
ocds-20h3g7-52736127,ocds-20h3g7-52736127-1,2022-07-21,Pemerintah Daerah Provinsi Dki Jakarta,52736127,Rehabilitasi Gedung Bulutangkis Cendrawasih,works,474021439.0,2022-06-29,complete,52736127-1,Rehabilitasi Gedung Bulutangkis Cendrawasih,2022-07-21,379217151.03,Pt. Joskrindo Hutama Sinergy
ocds-20h3g7-52738127,ocds-20h3g7-52738127-1,2022-08-03,Pemerintah Daerah Provinsi Dki Jakarta,52738127,Belanja Modal Jaringan Distribusi,services,1091297648.7,2022-07-06,complete,52738127-1,Belanja Modal Jaringan Distribusi,2022-08-03,1021200000.0,Pt Berkah Dua Pilar
ocds-20h3g7-52739127,ocds-20h3g7-52739127-1,2022-07-21,Pemerintah Daerah Provinsi Dki Jakarta,52739127,Pekerjaan Fisik Rehabilitasi Gedung Eks Wedana Pulau Panggang,works,2545458447.96,2022-06-29,complete,52739127-1,Pekerjaan Fisik Rehabilitasi Gedung Eks Wedana Pulau Panggang,2022-07-21,2429963885.1,Pt. Mega Kreasi Bersinar
ocds-20h3g7-52740127,ocds-20h3g7-52740127-1,2022-08-09,Pemerintah Daerah Provinsi Dki Jakarta,52740127,Jasa Konsultansi Pengawasan Perbaikan Gedung Samsat,services,259740000.0,2022-06-28,complete,52740127-1,Jasa Konsultansi Pengawasan Perbaikan Gedung Samsat,2022-08-09,259340400.0,Pt. Turba Kalimal Konsultan
ocds-20h3g7-52745127,ocds-20h3g7-52745127-2,2022-07-07,Pemerintah Daerah Provinsi Dki Jakarta,52745127,Penyediaan Komponen Apill Sistem Atcs,goods,1669107000.0,2022-06-24,complete,52745127-1,Penyediaan Komponen Apill Sistem Atcs,2022-07-07,1648572000.0,Pt. Newtel
ocds-20h3g7-52746127,ocds-20h3g7-52746127-1,2022-09-02,Pemerintah Daerah Provinsi Dki Jakarta,52746127,Penataan Total Kandang Unggas Kecil Dan Nuri,works,4368350984.69,2022-07-08,complete,52746127-1,Penataan Total Kandang Unggas Kecil Dan Nuri,2022-09-02,3494680786.64,Pt. Lebah Rajin Sejahtera
ocds-20h3g7-52747127,ocds-20h3g7-52747127-1,2022-07-21,Pemerintah Daerah Provinsi Dki Jakarta,52747127,Pembangunan Rumah Pompa Phb Cipa Dan Kelengkapannya,works,31116071019.42,2022-06-27,complete,52747127-1,Pembangunan Rumah Pompa Phb Cipa Dan Kelengkapannya,2022-07-21,30143935790.66,Masa Metonia Abadi
ocds-20h3g7-52748127,ocds-20h3g7-52748127-1,2022-09-02,Pemerintah Daerah Provinsi Dki Jakarta,52748127,Penataan Kandang Kasuari,works,5561635953.65,2022-07-08,complete,52748127-1,Penataan Kandang Kasuari,2022-09-02,4381267046.23,Heros Putra Gemilang
ocds-20h3g7-52749127,ocds-20h3g7-52749127-1,2022-07-26,Pemerintah Daerah Provinsi Dki Jakarta,52749127,Belanja Penyediaan Sarana Dan Prasarana Ruang Rapat,services,1026269826.0,2022-07-04,complete,52749127-1,Belanja Penyediaan Sarana Dan Prasarana Ruang Rapat,2022-07-26,1005663108.0,Pt. Proforth Jaya Utama
ocds-20h3g7-52750127,ocds-20h3g7-52750127-1,2022-08-15,Pemerintah Daerah Provinsi Dki Jakarta,52750127,Jasa Konsultansi Pengawasan (Perbaikan Sarana Dan Prasarana Lingkungan Kawasan Permukiman Kumuh Kota Administrasi Jakarta Selatan),services,478679697.0,2022-07-05,complete,52750127-1,Jasa Konsultansi Pengawasan (Perbaikan Sarana Dan Prasarana Lingkungan Kawasan Permukiman Kumuh Kota Administrasi Jakarta Selatan),2022-08-15,445021200.0,Pt. Wahana Prakarsa Utama
ocds-20h3g7-52752127,ocds-20h3g7-52752127-2,2022-07-11,Pemerintah Daerah Provinsi Dki Jakarta,52752127,Penyelenggaraan Pameran Flona,services,668873170.93,2022-06-27,complete,52752127-1,Penyelenggaraan Pameran Flona,2022-07-11,578945200.0,Pt. Anno Servindo
ocds-20h3g7-52758127,ocds-20h3g7-52758127-1,2022-07-19,Pemerintah Daerah Provinsi Dki Jakarta,52758127,Pemeliharaan Jembatan Cinta,works,10576280000.0,2022-06-28,complete,52758127-1,Pemeliharaan Jembatan Cinta,2022-07-19,8461024000.0,Cv.Yunabil Bersaudara
ocds-20h3g7-52761127,ocds-20h3g7-52761127-1,2022-08-03,Pemerintah Daerah Provinsi Dki Jakarta,52761127,"Pembangunan Lampu Makam Covid-19 Di Tpu Srengseng Sawah, Jakarta Selatan",works,1122703190.01,2022-07-11,complete,52761127-1,"Pembangunan Lampu Makam Covid-19 Di Tpu Srengseng Sawah, Jakarta Selatan",2022-08-03,898162702.53,Pt. Tomang Jaya Utama Teknika
ocds-20h3g7-52762127,ocds-20h3g7-52762127-1,2022-08-03,Pemerintah Daerah Provinsi Dki Jakarta,52762127,"Pembangunan Lampu Makam Covid-19 Di Tpu Bambu Wulung, Jakarta Timur",works,909365559.96,2022-07-11,complete,52762127-1,"Pembangunan Lampu Makam Covid-19 Di Tpu Bambu Wulung, Jakarta Timur",2022-08-03,725231989.71,Pt Abisakti Surya Megakon
ocds-20h3g7-52763127,ocds-20h3g7-52763127-1,2022-08-03,Pemerintah Daerah Provinsi Dki Jakarta,52763127,"Pembangunan Lampu Makam Covid-19 Di Tpu Rorotan, Jakarta Utara",works,3249432709.66,2022-07-11,complete,52763127-1,"Pembangunan Lampu Makam Covid-19 Di Tpu Rorotan, Jakarta Utara",2022-08-03,2596045566.35,Pt.Raksha Aidan Naladhipa
ocds-20h3g7-52764127,ocds-20h3g7-52764127-1,2023-01-16,Pemerintah Daerah Provinsi Dki Jakarta,52764127,Pekerjaan Konstruksi Jaringan Pipa Air Limbah Jakarta Sewerage Development Project Zone 1 Paket 5 (Area 2-1),works,907898964458.0,2022-06-30,complete,52764127-1,Pekerjaan Konstruksi Jaringan Pipa Air Limbah Jakarta Sewerage Development Project Zone 1 Paket 5 (Area 2-1),2023-01-16,787168020000.0,Pt. Nindya Karya (Persero)
ocds-20h3g7-52767127,ocds-20h3g7-52767127-1,2023-01-16,Pemerintah Daerah Provinsi Dki Jakarta,52767127,Pekerjaan Konstruksi Jaringan Pipa Air Limbah Jakarta Sewerage Development Project Zone 1 Paket 6 (Area 2-2),works,660865491466.0,2022-06-30,complete,52767127-1,Pekerjaan Konstruksi Jaringan Pipa Air Limbah Jakarta Sewerage Development Project Zone 1 Paket 6 (Area 2-2),2023-01-16,620772529712.03,Pt Adhi Karya (Persero) Tbk
ocds-20h3g7-52768127,ocds-20h3g7-52768127-1,2022-07-15,Pemerintah Daerah Provinsi Dki Jakarta,52768127,Jasa Pengolahan Limbah Medis,services,492820020.0,2022-06-30,complete,52768127-1,Jasa Pengolahan Limbah Medis,2022-07-15,412816770.0,Pt. Wastec International
ocds-20h3g7-52774127,ocds-20h3g7-52774127-1,2022-08-05,Pemerintah Daerah Provinsi Dki Jakarta,52774127,Pembangunan Pos Pemadam Kebakaran Sunter Jaya,works,7376719896.21,2022-07-08,complete,52774127-1,Pembangunan Pos Pemadam Kebakaran Sunter Jaya,2022-08-05,5901375916.97,Pt.Buaran Raya Permai
ocds-20h3g7-52780127,ocds-20h3g7-52780127-2,2022-07-15,Pemerintah Daerah Provinsi Dki Jakarta,52780127,Pelatihan Satuan Pengamanan,services,240800000.0,2022-07-04,complete,52780127-1,Pelatihan Satuan Pengamanan,2022-07-15,236500000.0,Pt. Sigap Prima Astrea
ocds-20h3g7-52782127,ocds-20h3g7-52782127-1,2022-07-27,Pemerintah Daerah Provinsi Dki Jakarta,52782127,Rehab Total Kantor Lurah Utan Panjang Kota Administrasi Jakarta Pusat,works,9593279658.94,2022-07-15,complete,52782127-1,Rehab Total Kantor Lurah Utan Panjang Kota Administrasi Jakarta Pusat,2022-07-27,7521131500.0,Pt. Umbak Garang Permai
ocds-20h3g7-52783127,ocds-20h3g7-52783127-1,2022-07-27,Pemerintah Daerah Provinsi Dki Jakarta,52783127,Rehab Total Kantor Lurah Gelora Kota Addministrasi Jakarta Pusat,works,9125123594.39,2022-07-15,complete,52783127-1,Rehab Total Kantor Lurah Gelora Kota Addministrasi Jakarta Pusat,2022-07-27,7300098880.0,Cv. Jeselindo Jaya
ocds-20h3g7-52784127,ocds-20h3g7-52784127-1,2022-07-27,Pemerintah Daerah Provinsi Dki Jakarta,52784127,Rehab Total Kantor Lurah Kebon Kacang Kota Addministrasi Jakarta Pusat,works,9130960137.52,2022-07-15,complete,52784127-1,Rehab Total Kantor Lurah Kebon Kacang Kota Addministrasi Jakarta Pusat,2022-07-27,7158672750.0,Cv. Firmauli Farida
ocds-20h3g7-52785127,ocds-20h3g7-52785127-1,2022-08-19,Pemerintah Daerah Provinsi Dki Jakarta,52785127,Rehab Sedang Rumah Dinas Jabatan Camat Sawah Besar Kota Administrasi Jakarta Pusat,works,824277256.18,2022-08-04,complete,52785127-1,Rehab Sedang Rumah Dinas Jabatan Camat Sawah Besar Kota Administrasi Jakarta Pusat,2022-08-19,641699843.94,Ciptakreasi Tiga Bersaudara
ocds-20h3g7-52786127,ocds-20h3g7-52786127-1,2022-08-19,Pemerintah Daerah Provinsi Dki Jakarta,52786127,Rehab Total Rumah Dinas Jabatan Lurah Kampung Rawa Kota Administrasi Jakarta Pusat,works,703692380.06,2022-08-04,complete,52786127-1,Rehab Total Rumah Dinas Jabatan Lurah Kampung Rawa Kota Administrasi Jakarta Pusat,2022-08-19,562953904.05,Pt. Theolive Marganda Brothers
ocds-20h3g7-52788127,ocds-20h3g7-52788127-1,2022-08-09,Pemerintah Daerah Provinsi Dki Jakarta,52788127,Revitalisasi Dermaga Nelayan Sisi Timur Pulau Lancang (Pengawasan),services,526063244.0,2022-07-04,complete,52788127-1,Revitalisasi Dermaga Nelayan Sisi Timur Pulau Lancang (Pengawasan),2022-08-09,460761000.0,Pt. Gumilang Sajati
ocds-20h3g7-52789127,ocds-20h3g7-52789127-2,2022-07-08,Pemerintah Daerah Provinsi Dki Jakarta,52789127,Belanja Modal Lift,works,1904967914.1,2022-07-07,complete,52789127-1,Belanja Modal Lift,2022-07-08,1613129400.16,Pt.Tigadolok Cipta Karya
ocds-20h3g7-52790127,ocds-20h3g7-52790127-2,2022-07-15,Pemerintah Daerah Provinsi Dki Jakarta,52790127,Pengadaan Peralatan Laboratorium,goods,829631129.52,2022-07-01,complete,52790127-1,Pengadaan Peralatan Laboratorium,2022-07-15,812520000.0,Pt. Kreasihasta Mitraperkasa
ocds-20h3g7-52791127,ocds-20h3g7-52791127-1,2022-07-19,Pemerintah Daerah Provinsi Dki Jakarta,52791127,Pelaksanaan Penataan Taman Harapan Mulia,works,1113361601.0,2022-07-05,complete,52791127-1,Pelaksanaan Penataan Taman Harapan Mulia,2022-07-19,890689280.8,Cv. Adhi Makmur
ocds-20h3g7-52792127,ocds-20h3g7-52792127-2,2022-07-22,Pemerintah Daerah Provinsi Dki Jakarta,52792127,Penataan Ruang Command Center Dan Ruang Server,goods,299404141.0,2022-07-06,complete,52792127-1,Penataan Ruang Command Center Dan Ruang Server,2022-07-22,294705000.0,Pt. Power Sistem Integrasi
ocds-20h3g7-52793127,ocds-20h3g7-52793127-1,2022-07-22,Pemerintah Daerah Provinsi Dki Jakarta,52793127,Belanja Modal Alat Laboratorium Lain,goods,556260953.0,2022-07-04,complete,52793127-1,Belanja Modal Alat Laboratorium Lain,2022-07-22,520923000.0,Pt.Emy Chemlab Perdana
ocds-20h3g7-52794127,ocds-20h3g7-52794127-1,2022-07-27,Pemerintah Daerah Provinsi Dki Jakarta,52794127,"Penyelenggaraan Monas Week (Hologram/Augmented Reality Kawasan, Videomapping)",services,2989207800.0,2022-07-05,complete,52794127-1,"Penyelenggaraan Monas Week (Hologram/Augmented Reality Kawasan, Videomapping)",2022-07-27,2660337000.0,Pt. Naksyabandia Sejati Utama
ocds-20h3g7-52795127,ocds-20h3g7-52795127-1,2022-09-02,Pemerintah Daerah Provinsi Dki Jakarta,52795127,Perencanaan Pembangunan Gelanggang Olahraga Pulau Karya,services,463775993.1,2022-07-11,complete,52795127-1,Perencanaan Pembangunan Gelanggang Olahraga Pulau Karya,2022-09-02,427889460.0,Pt. Mataram Surya Cipta
ocds-20h3g7-52797127,ocds-20h3g7-52797127-2,2022-07-25,Pemerintah Daerah Provinsi Dki Jakarta,52797127,Pembangunan Fasilitas Pengelolaan Sampah Dan Pengadaan Alat Pemusnah Sampah Pulau Tidung,works,6531347700.0,2022-07-04,complete,52797127-1,Pembangunan Fasilitas Pengelolaan Sampah Dan Pengadaan Alat Pemusnah Sampah Pulau Tidung,2022-07-25,6253189000.0,Cv. Cahaya Ilham
